well_plate,phosphate_concentration,population,cell_count,file_name,path,well,plate,date_time,RFU,plate_key,acclimation_level,p,phosphate_level,multitron,slot,population_new_color,start_time,days,size,ancestor_id,treatment,note,cells_per_ml
D04_14,6,4,1200,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate14_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D04,14,2019-05-27T13:45:09Z,64.099999999999994,2,LP,P,5,6,2,no,2019-05-24T11:34:31Z,3.0907175925925925,64.1,anc3,S,NA,333922.4804179248
E04_14,6,2,1109,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate14_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E04,14,2019-05-27T13:45:09Z,62.5,2,LP,P,5,6,2,no,2019-05-24T11:34:31Z,3.0907175925925925,62.5,anc3,BS,NA,308600.0256528989
F04_14,6,21,1546,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate14_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F04,14,2019-05-27T13:45:09Z,50.799999999999997,2,LP,P,5,6,2,no,2019-05-24T11:34:31Z,3.0907175925925925,50.8,anc4,B,NA,430203.4622717598
B04_15,6,cc1690,620,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate15_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B04,15,2019-05-27T14:54:57Z,55.299999999999997,3,LP,P,5,6,15,no,2019-05-24T11:34:31Z,3.1391898148148147,55.3,cc1690,none,NA,172526.6148825945
C04_15,6,5,872,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate15_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C04,15,2019-05-27T14:54:57Z,51.299999999999997,3,LP,P,5,6,15,no,2019-05-24T11:34:31Z,3.1391898148148147,51.3,anc5,C,NA,242650.3357703587
D04_15,6,anc4,802,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate15_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D04,15,2019-05-27T14:54:57Z,52.399999999999999,3,LP,P,5,6,15,no,2019-05-24T11:34:31Z,3.1391898148148147,52.4,anc4,none,NA,223171.52441264642
E04_15,6,16,1339,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate15_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E04,15,2019-05-27T14:54:57Z,55.200000000000003,3,LP,P,5,6,15,no,2019-05-24T11:34:31Z,3.1391898148148147,55.2,anc5,B,NA,372601.8343996678
F04_15,6,29,702,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate15_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F04,15,2019-05-27T14:54:57Z,44.5,3,LP,P,5,6,15,no,2019-05-24T11:34:31Z,3.1391898148148147,44.5,anc3,P,NA,195344.65104448603
B04_16,8,14,593,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate16_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B04,16,2019-05-28T10:41:51Z,60.799999999999997,1,HP,P,6,5,3,no,2019-05-27T16:59:17Z,0.7378935185185185,60.8,anc2,S,NA,165013.35907319118
C04_16,8,32,834,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate16_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C04,16,2019-05-28T10:41:51Z,57.5,1,HP,P,6,5,3,no,2019-05-27T16:59:17Z,0.7378935185185185,57.5,cc1690,S,NA,232076.12389045776
D04_16,8,19,931,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate16_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D04,16,2019-05-28T10:41:51Z,53.399999999999999,1,HP,P,6,5,3,no,2019-05-27T16:59:17Z,0.7378935185185185,53.4,anc2,B,NA,259068.19105757336
F04_16,8,6,973,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate16_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F04,16,2019-05-28T10:41:51Z,53.399999999999999,1,HP,P,6,5,3,no,2019-05-27T16:59:17Z,0.7378935185185185,53.4,cc1690,P,NA,270755.4778722007
B04_17,8,31,1018,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate17_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B04,17,2019-05-27T16:59:17Z,49,2,HP,P,6,4,4,no,2019-05-27T16:59:17Z,0,49,cc1690,B,NA,283277.5708878729
C04_17,8,35,1172,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate17_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C04,17,2019-05-27T16:59:17Z,53.5,2,HP,P,6,4,4,no,2019-05-27T16:59:17Z,0,53.5,anc4,BS,NA,326130.9558748399
D04_17,8,4,841,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate17_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D04,17,2019-05-27T16:59:17Z,51.200000000000003,2,HP,P,6,4,4,no,2019-05-27T16:59:17Z,0,51.2,anc3,S,NA,234024.005026229
E04_17,8,2,951,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate17_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E04,17,2019-05-27T16:59:17Z,53.399999999999999,2,HP,P,6,4,4,no,2019-05-27T16:59:17Z,0,53.4,anc3,BS,NA,264633.56573120545
F04_17,8,21,741,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate17_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F04,17,2019-05-27T16:59:17Z,50.899999999999999,2,HP,P,6,4,4,no,2019-05-27T16:59:17Z,0,50.9,anc4,B,NA,206197.1316580686
B04_18,8,cc1690,1318,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate18_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B04,18,2019-05-28T09:32:14Z,40.399999999999999,3,HP,P,6,6,4,no,2019-05-27T16:59:17Z,0.6895486111111111,40.4,cc1690,none,NA,366758.1909923541
C04_18,8,5,679,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate18_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C04,18,2019-05-28T09:32:14Z,49.299999999999997,3,HP,P,6,6,4,no,2019-05-27T16:59:17Z,0.6895486111111111,49.3,anc5,C,NA,188944.47016980915
D04_18,8,anc4,726,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate18_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D04,18,2019-05-28T09:32:14Z,47.299999999999997,3,HP,P,6,6,4,no,2019-05-27T16:59:17Z,0.6895486111111111,47.3,anc4,none,NA,202023.10065284453
E04_18,8,16,608,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate18_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E04,18,2019-05-28T09:32:14Z,60,3,HP,P,6,6,4,no,2019-05-27T16:59:17Z,0.6895486111111111,60,anc5,B,NA,169187.39007841525
F04_18,8,29,802,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate18_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F04,18,2019-05-28T09:32:14Z,41.600000000000001,3,HP,P,6,6,4,no,2019-05-27T16:59:17Z,0.6895486111111111,41.6,anc3,P,NA,223171.52441264642
B04_19,10,14,594,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate19_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B04,19,2019-05-27T08:43:31Z,60.100000000000001,1,HP,P,7,4,8,no,2019-05-27T08:43:31Z,0,60.1,anc2,S,NA,165291.6278068728
C04_19,10,32,687,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate19_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C04,19,2019-05-27T08:43:31Z,53.299999999999997,1,HP,P,7,4,8,no,2019-05-27T08:43:31Z,0,53.3,cc1690,S,NA,191170.62003926196
D04_19,10,19,552,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate19_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D04,19,2019-05-27T08:43:31Z,51.700000000000003,1,HP,P,7,4,8,no,2019-05-27T08:43:31Z,0,51.7,anc2,B,NA,153604.34099224542
F04_19,10,6,608,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate19_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F04,19,2019-05-27T08:43:31Z,48.299999999999997,1,HP,P,7,4,8,no,2019-05-27T08:43:31Z,0,48.3,cc1690,P,NA,169187.39007841525
B04_2,0.5,31,142,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate2_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B04,2,2019-05-24T09:36:16Z,92.700000000000003,2,LP,P,1,5,16,no,2019-05-24T09:36:16Z,0,92.7,cc1690,B,NA,39514.160182787775
C04_2,0.5,35,212,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate2_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C04,2,2019-05-24T09:36:16Z,131,2,LP,P,1,5,16,no,2019-05-24T09:36:16Z,0,131,anc4,BS,NA,58992.97154050005
D04_2,0.5,4,85,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate2_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D04,2,2019-05-24T09:36:16Z,93.900000000000006,2,LP,P,1,5,16,no,2019-05-24T09:36:16Z,0,93.9,anc3,S,NA,23652.842362936342
E04_2,0.5,2,102,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate2_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E04,2,2019-05-24T09:36:16Z,82.799999999999997,2,LP,P,1,5,16,no,2019-05-24T09:36:16Z,0,82.8,anc3,BS,NA,28383.410835523613
F04_2,0.5,21,191,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate2_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F04,2,2019-05-24T09:36:16Z,77.900000000000006,2,LP,P,1,5,16,no,2019-05-24T09:36:16Z,0,77.9,anc4,B,NA,53149.32813318637
B04_20,10,31,611,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate20_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B04,20,2019-05-27T14:31:21Z,48,2,HP,P,7,4,2,no,2019-05-27T08:43:31Z,0.24155092592592592,48,cc1690,B,NA,170022.19627946007
C04_20,10,35,814,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate20_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C04,20,2019-05-27T14:31:21Z,47.299999999999997,2,HP,P,7,4,2,no,2019-05-27T08:43:31Z,0.24155092592592592,47.3,anc4,BS,NA,226510.74921682567
D04_20,10,4,887,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate20_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D04,20,2019-05-27T14:31:21Z,52.299999999999997,2,HP,P,7,4,2,no,2019-05-27T08:43:31Z,0.24155092592592592,52.3,anc3,S,NA,246824.36677558278
E04_20,10,2,911,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate20_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E04,20,2019-05-27T14:31:21Z,49.399999999999999,2,HP,P,7,4,2,no,2019-05-27T08:43:31Z,0.24155092592592592,49.4,anc3,BS,NA,253502.81638394127
F04_20,10,21,986,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate20_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F04,20,2019-05-27T14:31:21Z,47.399999999999999,2,HP,P,7,4,2,no,2019-05-27T08:43:31Z,0.24155092592592592,47.4,anc4,B,NA,274372.9714100616
B04_21,10,cc1690,623,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate21_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B04,21,2019-05-28T10:18:43Z,53.299999999999997,3,HP,P,7,4,17,no,2019-05-27T08:43:31Z,1.066111111111111,53.3,cc1690,none,NA,173361.42108363932
C04_21,10,5,734,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate21_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C04,21,2019-05-28T10:18:43Z,45.5,3,HP,P,7,4,17,no,2019-05-27T08:43:31Z,1.066111111111111,45.5,anc5,C,NA,204249.25052229737
D04_21,10,anc4,655,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate21_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D04,21,2019-05-28T10:18:43Z,53.799999999999997,3,HP,P,7,4,17,no,2019-05-27T08:43:31Z,1.066111111111111,53.8,anc4,none,NA,182266.02056145066
E04_21,10,16,737,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate21_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E04,21,2019-05-28T10:18:43Z,49.200000000000003,3,HP,P,7,4,17,no,2019-05-27T08:43:31Z,1.066111111111111,49.2,anc5,B,NA,205084.05672334216
F04_21,10,29,777,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate21_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F04,21,2019-05-28T10:18:43Z,50.100000000000001,3,HP,P,7,4,17,no,2019-05-27T08:43:31Z,1.066111111111111,50.1,anc3,P,NA,216214.80607060634
B04_22,20,14,800,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate22_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B04,22,2019-05-24T10:23:43Z,47.700000000000003,1,HP,P,8,6,17,no,2019-05-24T10:23:43Z,0,47.7,anc2,S,NA,222614.98694528322
C04_22,20,32,662,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate22_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C04,22,2019-05-24T10:23:43Z,49.5,1,HP,P,8,6,17,no,2019-05-24T10:23:43Z,0,49.5,cc1690,S,NA,184213.90169722188
D04_22,20,19,607,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate22_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D04,22,2019-05-24T10:23:43Z,46,1,HP,P,8,6,17,no,2019-05-24T10:23:43Z,0,46,anc2,B,NA,168909.12134473363
F04_22,20,6,1160,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate22_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F04,22,2019-05-24T10:23:43Z,40.299999999999997,1,HP,P,8,6,17,no,2019-05-24T10:23:43Z,0,40.3,cc1690,P,NA,322791.7310706607
B04_23,20,31,485,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate23_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B04,23,2019-05-27T16:33:57Z,44.899999999999999,2,HP,P,8,6,8,no,2019-05-24T10:23:43Z,3.2571064814814816,44.9,cc1690,B,NA,134960.33583557795
C04_23,20,35,699,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate23_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C04,23,2019-05-27T16:33:57Z,55.700000000000003,2,HP,P,8,6,8,no,2019-05-24T10:23:43Z,3.2571064814814816,55.7,anc4,BS,NA,194509.8448434412
D04_23,20,4,528,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate23_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D04,23,2019-05-27T16:33:57Z,49.899999999999999,2,HP,P,8,6,8,no,2019-05-24T10:23:43Z,3.2571064814814816,49.9,anc3,S,NA,146925.89138388692
E04_23,20,2,431,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate23_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E04,23,2019-05-27T16:33:57Z,53.299999999999997,2,HP,P,8,6,8,no,2019-05-24T10:23:43Z,3.2571064814814816,53.3,anc3,BS,NA,119933.82421677133
F04_23,20,21,853,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate23_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F04,23,2019-05-27T16:33:57Z,47.600000000000001,2,HP,P,8,6,8,no,2019-05-24T10:23:43Z,3.2571064814814816,47.6,anc4,B,NA,237363.22983040824
B04_24,20,cc1690,584,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate24_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B04,24,2019-05-27T12:17:48Z,43.799999999999997,3,HP,P,8,6,1,no,2019-05-24T10:23:43Z,3.079224537037037,43.8,cc1690,none,NA,162508.94047005675
C04_24,20,5,675,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate24_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C04,24,2019-05-27T12:17:48Z,47.399999999999999,3,HP,P,8,6,1,no,2019-05-24T10:23:43Z,3.079224537037037,47.4,anc5,C,NA,187831.39523508272
D04_24,20,anc4,702,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate24_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D04,24,2019-05-27T12:17:48Z,45.200000000000003,3,HP,P,8,6,1,no,2019-05-24T10:23:43Z,3.079224537037037,45.2,anc4,none,NA,195344.65104448603
E04_24,20,16,651,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate24_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E04,24,2019-05-27T12:17:48Z,48.799999999999997,3,HP,P,8,6,1,no,2019-05-24T10:23:43Z,3.079224537037037,48.8,anc5,B,NA,181152.94562672422
F04_24,20,29,704,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate24_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F04,24,2019-05-27T12:17:48Z,44.799999999999997,3,HP,P,8,6,1,no,2019-05-24T10:23:43Z,3.079224537037037,44.8,anc3,P,NA,195901.18851184924
B04_25,35,14,1343,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate25_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B04,25,2019-05-27T12:52:46Z,60.899999999999999,1,HP,P,9,4,15,no,2019-05-24T10:00:21Z,3.119733796296296,60.9,anc2,S,NA,373714.9093343942
C04_25,35,32,756,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate25_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C04,25,2019-05-27T12:52:46Z,51.200000000000003,1,HP,P,9,4,15,no,2019-05-24T10:00:21Z,3.119733796296296,51.2,cc1690,S,NA,210371.16266329263
D04_25,35,19,603,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate25_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D04,25,2019-05-27T12:52:46Z,48.899999999999999,1,HP,P,9,4,15,no,2019-05-24T10:00:21Z,3.119733796296296,48.9,anc2,B,NA,167796.04641000723
F04_25,35,6,753,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate25_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F04,25,2019-05-27T12:52:46Z,44.899999999999999,1,HP,P,9,4,15,no,2019-05-24T10:00:21Z,3.119733796296296,44.9,cc1690,P,NA,209536.35646224784
B04_26,35,31,349,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate26_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B04,26,2019-05-27T15:47:22Z,54.100000000000001,2,HP,P,9,4,3,no,2019-05-24T10:00:21Z,3.2409837962962964,54.1,cc1690,B,NA,97115.78805487981
C04_26,35,35,599,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate26_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C04,26,2019-05-27T15:47:22Z,56.200000000000003,2,HP,P,9,4,3,no,2019-05-24T10:00:21Z,3.2409837962962964,56.2,anc4,BS,NA,166682.97147528082
D04_26,35,4,398,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate26_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D04,26,2019-05-27T15:47:22Z,47.200000000000003,2,HP,P,9,4,3,no,2019-05-24T10:00:21Z,3.2409837962962964,47.2,anc3,S,NA,110750.95600527841
E04_26,35,2,336,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate26_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E04,26,2019-05-27T15:47:22Z,52.899999999999999,2,HP,P,9,4,3,no,2019-05-24T10:00:21Z,3.2409837962962964,52.9,anc3,BS,NA,93498.29451701895
F04_26,35,21,877,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate26_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F04,26,2019-05-27T15:47:22Z,51.799999999999997,2,HP,P,9,4,3,no,2019-05-24T10:00:21Z,3.2409837962962964,51.8,anc4,B,NA,244041.67943876673
B04_27,35,cc1690,999,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate27_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B04,27,2019-05-24T10:00:21Z,42.799999999999997,3,HP,P,9,4,16,no,2019-05-24T10:00:21Z,0,42.8,cc1690,none,NA,277990.46494792245
C04_27,35,5,491,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate27_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C04,27,2019-05-24T10:00:21Z,51.200000000000003,3,HP,P,9,4,16,no,2019-05-24T10:00:21Z,0,51.2,anc5,C,NA,136629.9482376676
D04_27,35,anc4,843,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate27_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D04,27,2019-05-24T10:00:21Z,46.600000000000001,3,HP,P,9,4,16,no,2019-05-24T10:00:21Z,0,46.6,anc4,none,NA,234580.5424935922
E04_27,35,16,611,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate27_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E04,27,2019-05-24T10:00:21Z,45.899999999999999,3,HP,P,9,4,16,no,2019-05-24T10:00:21Z,0,45.9,anc5,B,NA,170022.19627946007
F04_27,35,29,991,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate27_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F04,27,2019-05-24T10:00:21Z,39.100000000000001,3,HP,P,9,4,16,no,2019-05-24T10:00:21Z,0,39.1,anc3,P,NA,275764.3150784696
B04_28,50,14,1355,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate28_test_190524,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B04,28,2019-05-24T08:57:56Z,50.200000000000003,1,HP,P,10,6,3,no,2019-05-24T08:57:56Z,0,50.2,anc2,S,NA,377054.1341385735
C04_28,50,32,1638,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate28_test_190524,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C04,28,2019-05-24T08:57:56Z,45,1,HP,P,10,6,3,no,2019-05-24T08:57:56Z,0,45,cc1690,S,NA,455804.1857704674
D04_28,50,19,1242,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate28_test_190524,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D04,28,2019-05-24T08:57:56Z,48.5,1,HP,P,10,6,3,no,2019-05-24T08:57:56Z,0,48.5,anc2,B,NA,345609.7672325522
F04_28,50,6,1499,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate28_test_190524,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F04,28,2019-05-24T08:57:56Z,42.600000000000001,1,HP,P,10,6,3,no,2019-05-24T08:57:56Z,0,42.6,cc1690,P,NA,417124.83178872446
B04_29,50,31,391,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate29_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B04,29,2019-05-28T09:55:14Z,47.200000000000003,2,HP,P,10,6,10,no,2019-05-24T08:57:56Z,4.039791666666667,47.2,cc1690,B,NA,108803.07486950718
C04_29,50,35,901,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate29_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C04,29,2019-05-28T09:55:14Z,54.600000000000001,2,HP,P,10,6,10,no,2019-05-24T08:57:56Z,4.039791666666667,54.6,anc4,BS,NA,250720.12904712523
D04_29,50,4,572,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate29_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D04,29,2019-05-28T09:55:14Z,51.700000000000003,2,HP,P,10,6,10,no,2019-05-24T08:57:56Z,4.039791666666667,51.7,anc3,S,NA,159169.7156658775
E04_29,50,2,610,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate29_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E04,29,2019-05-28T09:55:14Z,53.299999999999997,2,HP,P,10,6,10,no,2019-05-24T08:57:56Z,4.039791666666667,53.3,anc3,BS,NA,169743.92754577845
F04_29,50,21,827,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate29_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F04,29,2019-05-28T09:55:14Z,46.399999999999999,2,HP,P,10,6,10,no,2019-05-24T08:57:56Z,4.039791666666667,46.4,anc4,B,NA,230128.24275468654
B04_3,0.5,cc1690,298,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate3_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B04,3,2019-05-27T09:06:45Z,81.599999999999994,3,LP,P,1,5,17,no,2019-05-24T09:36:16Z,2.9795023148148148,81.6,cc1690,none,NA,82924.082637118
C04_3,0.5,5,148,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate3_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C04,3,2019-05-27T09:06:45Z,80.299999999999997,3,LP,P,1,5,17,no,2019-05-24T09:36:16Z,2.9795023148148148,80.3,anc5,C,NA,41183.7725848774
D04_3,0.5,anc4,203,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate3_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D04,3,2019-05-27T09:06:45Z,80.799999999999997,3,LP,P,1,5,17,no,2019-05-24T09:36:16Z,2.9795023148148148,80.8,anc4,none,NA,56488.55293736562
E04_3,0.5,16,247,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate3_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E04,3,2019-05-27T09:06:45Z,79.700000000000003,3,LP,P,1,5,17,no,2019-05-24T09:36:16Z,2.9795023148148148,79.7,anc5,B,NA,68732.37721935619
